Truth,Decoded
Salve quanto costa quell articolo,saretugrocto
E in offerta costa dieci euro,si grazie
Tutto bene grazie,sirutgrti
Prendiamo un caffe al bar,prendiamo un caffe bar
"Certo volentieri, io lo prendero macchiato",prego
A che ora arriva il pullman,e reaiere e a
Dovrebbe arrivare tra qualche minuto,vreneno io grazie lo
Quanto costa il biglietto,prati
Purtroppo non lo so pero potresti chiedere all autista,pigruti
Va bene grazie lo stesso,si tra lilto
Prego,pigregi
Perfetto vorrei comprarne due.,prego oeriarilia
Certo ecco a lei vuole un sacchetto,a grazie lo
Si grazie e arrivederci,pireai
Le auguro una buona giornata,prego ora io come lata
Buongiorno io sono Mario,prego mario
Buonasera io sono Mario,prego io a
Piacere Luigi come stai,piereio io stai
Tutto bene tu,sratsi lo io
