Truth,Decoded
Salve quanto costa quell articolo,salve unoto stai il articolo
E in offerta costa dieci euro,in offerta costa dieci euro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prendiamo un e al bar
"Certo volentieri, io lo prendero macchiato",bene io ntirio lo prenderompachato
A che ora arriva il pullman,a che ora mario il pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Quanto costa il biglietto,tuatsta il biglietto
Purtroppo non lo so pero potresti chiedere all autista,ptononso io potistiehiedehato
Va bene grazie lo stesso,voavbenberize lo stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Certo ecco a lei vuole un sacchetto,certo io a lei vuole un salve tu
Si grazie e arrivederci,va e tra revederci
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buroniorni io sono mario
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piacereuoe stai
Tutto bene tu,tu bene tu
