Truth,Decoded
Salve quanto costa quell articolo,a e auguro costa
E in offerta costa dieci euro,si grazie e
Tutto bene grazie,prego io grazie
Prendiamo un caffe al bar,pvrendao a che lo bar
"Certo volentieri, io lo prendero macchiato",prati
A che ora arriva il pullman,e rato rcti e bar
Dovrebbe arrivare tra qualche minuto,prendero si grazie tutto
Quanto costa il biglietto,e a io
Purtroppo non lo so pero potresti chiedere all autista,pieret un lo autista
Va bene grazie lo stesso,a tra io io io
Prego,prego
Perfetto vorrei comprarne due.,tra io sreiari io
Certo ecco a lei vuole un sacchetto,a grazie lei
Si grazie e arrivederci,piregagi
Le auguro una buona giornata,preatoro io come bar
Buongiorno io sono Mario,prungion so mario
Buonasera io sono Mario,prenioi io so mario
Piacere Luigi come stai,piacere io si e stai
Tutto bene tu,rats lo io
