Truth,Decoded
Salve quanto costa quell articolo,salve quanto stai il articolo
E in offerta costa dieci euro,in offerta costa dieci euro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prendiamo un mfre al bar
"Certo volentieri, io lo prendero macchiato",certo olenreieri io lo prenderompachiato
A che ora arriva il pullman,a che ora mario il pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe mario e tra qualche minuto
Quanto costa il biglietto,tuatsta il biglietto
Purtroppo non lo so pero potresti chiedere all autista,prtononso opopotrstihieh io
Va bene grazie lo stesso,voavbenberize lo stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto vorrei comprarne e
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Si grazie e arrivederci,va e tra resvederci
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buruonoioroni io sono mario
Buonasera io sono Mario,btuontoasera io sono mario
Piacere Luigi come stai,piacereuiome stai
Tutto bene tu,tu bene tu
