Truth,Decoded
Salve quanto costa quell articolo,salve quanto stai il articolo
E in offerta costa dieci euro,in offerta costa dieci euro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prendiamo un e al bar
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prenderomachiato
A che ora arriva il pullman,a che ora arriva il pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Quanto costa il biglietto,tuatcsta il biglietto
Purtroppo non lo so pero potresti chiedere all autista,prtonon so so io io otrestiehie aiato
Va bene grazie lo stesso,va benberze lo stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Si grazie e arrivederci,va bene graresevederci
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,bruonorni io sono mario
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piacereuiome stai
Tutto bene tu,tu bene tu
