Truth,Decoded
Salve quanto costa quell articolo,a ratugro costa
E in offerta costa dieci euro,si grazie e
Tutto bene grazie,si e a
Prendiamo un caffe al bar,prenamoa a caffe al bar
"Certo volentieri, io lo prendero macchiato",prutar
A che ora arriva il pullman,e io e a
Dovrebbe arrivare tra qualche minuto,a bene io grazie lo
Quanto costa il biglietto,si rato
Purtroppo non lo so pero potresti chiedere all autista,prego so autista
Va bene grazie lo stesso,si grazie io io
Prego,sigruigi
Perfetto vorrei comprarne due.,pireazieroseiarilo
Certo ecco a lei vuole un sacchetto,a grazie lo
Si grazie e arrivederci,piretazi
Le auguro una buona giornata,e retoreo come lo
Buongiorno io sono Mario,prego
Buonasera io sono Mario,prego io a
Piacere Luigi come stai,e e io io e si
Tutto bene tu,si grazie e io
