Truth,Decoded
Salve quanto costa quell articolo,sabetugrocto
E in offerta costa dieci euro,si graiegi
Tutto bene grazie,piret stai
Prendiamo un caffe al bar,perendaoa un caffe bar
"Certo volentieri, io lo prendero macchiato",prego
A che ora arriva il pullman,e reract e bar
Dovrebbe arrivare tra qualche minuto,prego io grazie io
Quanto costa il biglietto,peratrti
Purtroppo non lo so pero potresti chiedere all autista,pieret a
Va bene grazie lo stesso,sirat rilto
Prego,prego
Perfetto vorrei comprarne due.,pieret io creiarlia
Certo ecco a lei vuole un sacchetto,a grazie lo
Si grazie e arrivederci,piareai
Le auguro una buona giornata,pareat io e come lata
Buongiorno io sono Mario,prego mario
Buonasera io sono Mario,pereni a bar
Piacere Luigi come stai,piacere io si e stai
Tutto bene tu,sratsi lo io
