Truth,Decoded
Salve quanto costa quell articolo,a le auguro costa
E in offerta costa dieci euro,si grazie e
Tutto bene grazie,srut io grazie
Prendiamo un caffe al bar,prendiamo un caffe lo bar
"Certo volentieri, io lo prendero macchiato",pretar
A che ora arriva il pullman,e reaie lei le pullman
Dovrebbe arrivare tra qualche minuto,e reneno io grazie tutto
Quanto costa il biglietto,pierat si
Purtroppo non lo so pero potresti chiedere all autista,pero e lo autista
Va bene grazie lo stesso,a tra lo certo
Prego,pigrugi
Perfetto vorrei comprarne due.,prego io creiari lei
Certo ecco a lei vuole un sacchetto,e grazie lei
Si grazie e arrivederci,pirerai
Le auguro una buona giornata,a rfetuoaro io come lo
Buongiorno io sono Mario,prungio so mario
Buonasera io sono Mario,prenioi io sono a
Piacere Luigi come stai,piacere io si e stai
Tutto bene tu,a grats le io
