Truth,Decoded
Salve quanto costa quell articolo,saregro io
E in offerta costa dieci euro,si grazie io
Tutto bene grazie,siret lei
Prendiamo un caffe al bar,prendaoa un caffe bar
"Certo volentieri, io lo prendero macchiato",prego
A che ora arriva il pullman,e reaet e a
Dovrebbe arrivare tra qualche minuto,prego io grazie che
Quanto costa il biglietto,prati
Purtroppo non lo so pero potresti chiedere all autista,pigret a
Va bene grazie lo stesso,si a io io
Prego,sigragr
Perfetto vorrei comprarne due.,prego reareie
Certo ecco a lei vuole un sacchetto,a grazie lei
Si grazie e arrivederci,piareai
Le auguro una buona giornata,pareat io come glata
Buongiorno io sono Mario,e mario
Buonasera io sono Mario,prenion io a
Piacere Luigi come stai,pero io e stai
Tutto bene tu,a gratso le si
