Truth,Decoded
Salve quanto costa quell articolo,a ratuarocoto
E in offerta costa dieci euro,e grazie e
Tutto bene grazie,prut io io
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",pretatr
A che ora arriva il pullman,e reaie lei e le
Dovrebbe arrivare tra qualche minuto,prego io e euro
Quanto costa il biglietto,prego
Purtroppo non lo so pero potresti chiedere all autista,prego lo autista
Va bene grazie lo stesso,e a e io
Prego,prego
Perfetto vorrei comprarne due.,prego ora lei
Certo ecco a lei vuole un sacchetto,e grazie lo
Si grazie e arrivederci,piretr
Le auguro una buona giornata,prfetquarto io che lo
Buongiorno io sono Mario,prengin io mario
Buonasera io sono Mario,prenioi io sono a
Piacere Luigi come stai,piacere io e stai
Tutto bene tu,a le io
