Truth,Decoded
Salve quanto costa quell articolo,sabeugroto
E in offerta costa dieci euro,pigraziegi
Tutto bene grazie,sigret a
Prendiamo un caffe al bar,prentdaoa un caffe bar
"Certo volentieri, io lo prendero macchiato",pretatr
A che ora arriva il pullman,si grezert e a
Dovrebbe arrivare tra qualche minuto,prego io grazie certo
Quanto costa il biglietto,pirati
Purtroppo non lo so pero potresti chiedere all autista,pigrete io
Va bene grazie lo stesso,sigrateiti
Prego,pigruai
Perfetto vorrei comprarne due.,preteoe e rearilite
Certo ecco a lei vuole un sacchetto,a grazie certo
Si grazie e arrivederci,pireari
Le auguro una buona giornata,prego io come bar
Buongiorno io sono Mario,e mario
Buonasera io sono Mario,prego io a
Piacere Luigi come stai,piereio io bene stai
Tutto bene tu,sigrazisti le io
