Truth,Decoded
Salve quanto costa quell articolo,saletuagro coctso
E in offerta costa dieci euro,e grazie e
Tutto bene grazie,e e io stai
Prendiamo un caffe al bar,pvrenaoa un caffe al bar
"Certo volentieri, io lo prendero macchiato",prego
A che ora arriva il pullman,e bene roci e una
Dovrebbe arrivare tra qualche minuto,prego io grazie certo
Quanto costa il biglietto,prego
Purtroppo non lo so pero potresti chiedere all autista,prego e io autista
Va bene grazie lo stesso,e stai io
Prego,prego
Perfetto vorrei comprarne due.,prego voeiarn lei
Certo ecco a lei vuole un sacchetto,e luigi mario
Si grazie e arrivederci,pirerai
Le auguro una buona giornata,salve quanto io come tra
Buongiorno io sono Mario,prego so io
Buonasera io sono Mario,prego io io costa a
Piacere Luigi come stai,piacere io io stai
Tutto bene tu,sreata le e io
