Truth,Decoded
Salve quanto costa quell articolo,sabegroto
E in offerta costa dieci euro,sigrazi e
Tutto bene grazie,piretai
Prendiamo un caffe al bar,prenrdao a caffe bar
"Certo volentieri, io lo prendero macchiato",pretatr
A che ora arriva il pullman,e bene e a
Dovrebbe arrivare tra qualche minuto,prego io frearie certo
Quanto costa il biglietto,pratati
Purtroppo non lo so pero potresti chiedere all autista,pigretiata
Va bene grazie lo stesso,sigrat ilito
Prego,sigruagi
Perfetto vorrei comprarne due.,prego e reitr
Certo ecco a lei vuole un sacchetto,a grazie lo
Si grazie e arrivederci,piretai
Le auguro una buona giornata,preatoto io liatr
Buongiorno io sono Mario,preario
Buonasera io sono Mario,prenion io a
Piacere Luigi come stai,pero un io e stai
Tutto bene tu,a graztsi le si
