Truth,Decoded
Salve quanto costa quell articolo,a leiuarococto
E in offerta costa dieci euro,a grazie e
Tutto bene grazie,a a io grazie
Prendiamo un caffe al bar,prenaoa a caffe al bar
"Certo volentieri, io lo prendero macchiato",e all
A che ora arriva il pullman,e bene mario lo un
Dovrebbe arrivare tra qualche minuto,va rbenenon io tra lo io
Quanto costa il biglietto,e a si
Purtroppo non lo so pero potresti chiedere all autista,prego io io lo autista
Va bene grazie lo stesso,a lei io io
Prego,prego
Perfetto vorrei comprarne due.,ora voeiacr le
Certo ecco a lei vuole un sacchetto,salendoa io lo io
Si grazie e arrivederci,pireiai
Le auguro una buona giornata,sarvequanto io come lo
Buongiorno io sono Mario,prungi mario
Buonasera io sono Mario,prenriasfrcoso a
Piacere Luigi come stai,piacere io io io stai
Tutto bene tu,all e io
