Truth,Decoded
Salve quanto costa quell articolo,sragro io
E in offerta costa dieci euro,grazie si
Tutto bene grazie,pigreai
Prendiamo un caffe al bar,prentdaoa a caffe all
"Certo volentieri, io lo prendero macchiato",piretati
A che ora arriva il pullman,si lei e e a
Dovrebbe arrivare tra qualche minuto,vreneo io grazie io
Quanto costa il biglietto,si greati
Purtroppo non lo so pero potresti chiedere all autista,pigretati
Va bene grazie lo stesso,si gret lo il
Prego,pigregi
Perfetto vorrei comprarne due.,piretoe io e e lita
Certo ecco a lei vuole un sacchetto,a grazie lei
Si grazie e arrivederci,piareai
Le auguro una buona giornata,piret certo come bar
Buongiorno io sono Mario,e mario
Buonasera io sono Mario,pirein a
Piacere Luigi come stai,pierei io io e stai
Tutto bene tu,si grazie le io
