Truth,Decoded
Salve quanto costa quell articolo,lalena io ora un articolo
E in offerta costa dieci euro,e offerta costa dieci euro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prendriae e lo bar
"Certo volentieri, io lo prendero macchiato",certo euro lorendeomachato
A che ora arriva il pullman,io ora mario il pulrna
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Quanto costa il biglietto,stai bene io
Purtroppo non lo so pero potresti chiedere all autista,prtotonronso io otrstrehrehe a
Va bene grazie lo stesso,doavrbenberze lo so
Prego,prego
Perfetto vorrei comprarne due.,peretori comprarne e
Certo ecco a lei vuole un sacchetto,certo io a lei vuole un nsache certo
Si grazie e arrivederci,va e tra rsre dieci
Le auguro una buona giornata,leaguro una buona giornata
Buongiorno io sono Mario,bronoproni io sono mario
Buonasera io sono Mario,tenoa bene io sono grazie
Piacere Luigi come stai,piacereuomeo stai
Tutto bene tu,io bene tu
