Truth,Decoded
Salve quanto costa quell articolo,salve quanto stai il articolo
E in offerta costa dieci euro,in offerta costa dieci euro
Tutto bene grazie,tutto bene io grazie
Prendiamo un caffe al bar,prendiamo un e al bar
"Certo volentieri, io lo prendero macchiato",certo ontirio io prenderompachato
A che ora arriva il pullman,a che ora mario il pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe mario e tra qualche minuto
Quanto costa il biglietto,tuatcsta il biglietto
Purtroppo non lo so pero potresti chiedere all autista,prtononso io otrestichieheto
Va bene grazie lo stesso,voavbenberize lo stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto vorrei comprarne e
Certo ecco a lei vuole un sacchetto,certo io a lei vuole un sacetu
Si grazie e arrivederci,va e arrivederci
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buruonoiorni io sono mario
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piacereuiomeo stai
Tutto bene tu,tutto bene tu
