Truth,Decoded
Salve quanto costa quell articolo,sirarto
E in offerta costa dieci euro,pigrueti
Tutto bene grazie,pigreti
Prendiamo un caffe al bar,e io a all a
"Certo volentieri, io lo prendero macchiato",pigretr
A che ora arriva il pullman,si grezeti
Dovrebbe arrivare tra qualche minuto,prego all lo
Quanto costa il biglietto,pigruto
Purtroppo non lo so pero potresti chiedere all autista,pigreti
Va bene grazie lo stesso,pigre e
Prego,pigruai
Perfetto vorrei comprarne due.,pero reita
Certo ecco a lei vuole un sacchetto,siraie io
Si grazie e arrivederci,pigreai
Le auguro una buona giornata,pirer io
Buongiorno io sono Mario,prego
Buonasera io sono Mario,preatr
Piacere Luigi come stai,pireretiai
Tutto bene tu,pigreziz ageti
