Truth,Decoded
Salve quanto costa quell articolo,all a quanto io stai e articolo
E in offerta costa dieci euro,io offerta costa dieci euro
Tutto bene grazie,tutto bene io grazie
Prendiamo un caffe al bar,prendiamo un e al bar
"Certo volentieri, io lo prendero macchiato",bene io a reivrio lo prenderompachato
A che ora arriva il pullman,a che ora mario il pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare a qualche minuto
Quanto costa il biglietto,tutto a biglietto
Purtroppo non lo so pero potresti chiedere all autista,ptonronso io otrstiehiehiata
Va bene grazie lo stesso,voavbenberze lo stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto vorrei comprarnedue
Certo ecco a lei vuole un sacchetto,certo io a lei vuole un salve io
Si grazie e arrivederci,va e tra e ederi
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buronorni io sono mario
Buonasera io sono Mario,tonoasera io sono grazie
Piacere Luigi come stai,piacere come stai
Tutto bene tu,tutto bene tu
