Truth,Decoded
Salve quanto costa quell articolo,salve quanto io stai qularticolo
E in offerta costa dieci euro,e in offerta costa dieci euro
Tutto bene grazie,tutto bene io grazie
Prendiamo un caffe al bar,prendiamo un e al bar
"Certo volentieri, io lo prendero macchiato",certo io nrierio lo prenderompachato
A che ora arriva il pullman,a che ora mario il pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Quanto costa il biglietto,tuatsta il biglietto
Purtroppo non lo so pero potresti chiedere all autista,ptononso io otrestieheh io
Va bene grazie lo stesso,va beberze lo stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto vorrei comprarne e
Certo ecco a lei vuole un sacchetto,certo io a lei vuole un salve tu
Si grazie e arrivederci,va e tra resevederci
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buruoniorni io sono mario
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piacere come stai
Tutto bene tu,tu bene tu
