Truth,Decoded
Salve quanto costa quell articolo,a lei mario coceto
E in offerta costa dieci euro,e grazie e
Tutto bene grazie,prego io lo stai
Prendiamo un caffe al bar,pvrenrdaoa un caffe lo bar
"Certo volentieri, io lo prendero macchiato",pratr
A che ora arriva il pullman,e retoe a rfcte lo lo
Dovrebbe arrivare tra qualche minuto,prego si grazie tutto
Quanto costa il biglietto,peratote io lo
Purtroppo non lo so pero potresti chiedere all autista,perfat io e ora autista
Va bene grazie lo stesso,e a io io io lo
Prego,sgratgo
Perfetto vorrei comprarne due.,pereat oreiari lita
Certo ecco a lei vuole un sacchetto,e lei due si io
Si grazie e arrivederci,pireti
Le auguro una buona giornata,paerfet io io a come lata
Buongiorno io sono Mario,prego mario
Buonasera io sono Mario,prenti e io a
Piacere Luigi come stai,piacere io lei e stai
Tutto bene tu,sratoasa lo io
