Truth,Decoded
Salve quanto costa quell articolo,a reuagro io
E in offerta costa dieci euro,si grazie e
Tutto bene grazie,siret io a
Prendiamo un caffe al bar,pvrendaoa un caffe lo bar
"Certo volentieri, io lo prendero macchiato",prati
A che ora arriva il pullman,e reaie io bar
Dovrebbe arrivare tra qualche minuto,prendero io grazie certo
Quanto costa il biglietto,e stai
Purtroppo non lo so pero potresti chiedere all autista,pierfte lo autista
Va bene grazie lo stesso,si tra io io
Prego,prego
Perfetto vorrei comprarne due.,prego ocriar io
Certo ecco a lei vuole un sacchetto,a grazie si
Si grazie e arrivederci,piareai
Le auguro una buona giornata,pareat mario io come bar
Buongiorno io sono Mario,prego mario
Buonasera io sono Mario,preniri io io a
Piacere Luigi come stai,piacere io si io stai
Tutto bene tu,sratis le si
