Truth,Decoded
Salve quanto costa quell articolo,siragrto
E in offerta costa dieci euro,pigruzeti
Tutto bene grazie,piagreti
Prendiamo un caffe al bar,sarea a a a le costa
"Certo volentieri, io lo prendero macchiato",piagruto
A che ora arriva il pullman,siareze a
Dovrebbe arrivare tra qualche minuto,sranta si che lo
Quanto costa il biglietto,io grueti
Purtroppo non lo so pero potresti chiedere all autista,piagreti
Va bene grazie lo stesso,piacere e
Prego,piagruti
Perfetto vorrei comprarne due.,pirue e e si
Certo ecco a lei vuole un sacchetto,siruzeie si
Si grazie e arrivederci,io grutzi
Le auguro una buona giornata,pigrazr e a
Buongiorno io sono Mario,prego
Buonasera io sono Mario,pirei bar
Piacere Luigi come stai,pireretiti
Tutto bene tu,piruzie certo
