Truth,Decoded
Salve quanto costa quell articolo,saleugro io
E in offerta costa dieci euro,si grazie e
Tutto bene grazie,sigrut a
Prendiamo un caffe al bar,pvrendamoa a caffe bar
"Certo volentieri, io lo prendero macchiato",siretati
A che ora arriva il pullman,si e e e a
Dovrebbe arrivare tra qualche minuto,prego io grazie io
Quanto costa il biglietto,io retrti
Purtroppo non lo so pero potresti chiedere all autista,io gret a
Va bene grazie lo stesso,si gratriti
Prego,pigruai
Perfetto vorrei comprarne due.,pirete io ereareita
Certo ecco a lei vuole un sacchetto,a grazie lei
Si grazie e arrivederci,piareai
Le auguro una buona giornata,piaret ora io come bar
Buongiorno io sono Mario,prego mario
Buonasera io sono Mario,prenini sono a
Piacere Luigi come stai,pierei si e stai
Tutto bene tu,si grazie si
