Truth,Decoded
Salve quanto costa quell articolo,sirarto
E in offerta costa dieci euro,pigrueti
Tutto bene grazie,pigreti
Prendiamo un caffe al bar,prfet a a le le
"Certo volentieri, io lo prendero macchiato",pigreti
A che ora arriva il pullman,pero e si
Dovrebbe arrivare tra qualche minuto,prego fiale io
Quanto costa il biglietto,pigruti
Purtroppo non lo so pero potresti chiedere all autista,pigreti
Va bene grazie lo stesso,pigre e
Prego,pigrugi
Perfetto vorrei comprarne due.,pero dieci
Certo ecco a lei vuole un sacchetto,siraeie io
Si grazie e arrivederci,pigreai
Le auguro una buona giornata,piretr e tra
Buongiorno io sono Mario,prego
Buonasera io sono Mario,pireieatr
Piacere Luigi come stai,pireretai
Tutto bene tu,pirezie lei
