Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa
E in offerta costa dieci euro,peratie e si
Tutto bene grazie,prego un mario
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",pratr
A che ora arriva il pullman,e retrer a dieci e lmnatr
Dovrebbe arrivare tra qualche minuto,bene io si grazie minuto
Quanto costa il biglietto,perator io io
Purtroppo non lo so pero potresti chiedere all autista,pero io e come autista
Va bene grazie lo stesso,pereazi io io cltinto
Prego,prego
Perfetto vorrei comprarne due.,prfet io riarn lei
Certo ecco a lei vuole un sacchetto,e reaidtoie io io
Si grazie e arrivederci,pireoati
Le auguro una buona giornata,perfetto mario io cmamei liatr
Buongiorno io sono Mario,pruongion so mario
Buonasera io sono Mario,prego io io e so bar
Piacere Luigi come stai,piacere io ora io io e stai
Tutto bene tu,prego stai lei lo che
