Truth,Decoded
Salve quanto costa quell articolo,a bene uaetrocosteo
E in offerta costa dieci euro,si grazie
Tutto bene grazie,piret stai
Prendiamo un caffe al bar,prendiamo un come al bar
"Certo volentieri, io lo prendero macchiato",srutiear
A che ora arriva il pullman,si grazie arriva a
Dovrebbe arrivare tra qualche minuto,vorrei e crovgrecrie tutto
Quanto costa il biglietto,pirut si
Purtroppo non lo so pero potresti chiedere all autista,piretor e e e autista
Va bene grazie lo stesso,srairigti
Prego,sigrazigi
Perfetto vorrei comprarne due.,sireazi pero sriri lo
Certo ecco a lei vuole un sacchetto,e graioa si atasiesto
Si grazie e arrivederci,pireiai
Le auguro una buona giornata,piaereuoato a come artar
Buongiorno io sono Mario,brugio mario
Buonasera io sono Mario,prani e sono mario
Piacere Luigi come stai,pierenili io lo e stai
Tutto bene tu,tra e io
