Truth,Decoded
Salve quanto costa quell articolo,sreiaroci
E in offerta costa dieci euro,grazie
Tutto bene grazie,prego
Prendiamo un caffe al bar,prendiamo a caffe al a
"Certo volentieri, io lo prendero macchiato",preiai
A che ora arriva il pullman,pereieare a
Dovrebbe arrivare tra qualche minuto,prego ciogreieto
Quanto costa il biglietto,pratai
Purtroppo non lo so pero potresti chiedere all autista,peretr a
Va bene grazie lo stesso,e rairi il
Prego,prego
Perfetto vorrei comprarne due.,grazie roerarili
Certo ecco a lei vuole un sacchetto,e raidi io
Si grazie e arrivederci,pirerai
Le auguro una buona giornata,pereoro oacie a
Buongiorno io sono Mario,prego mario
Buonasera io sono Mario,prego si lo sono io
Piacere Luigi come stai,pero io si lo stai
Tutto bene tu,e si
