Truth,Decoded
Salve quanto costa quell articolo,e reat quanto cotopeo
E in offerta costa dieci euro,e grazie si
Tutto bene grazie,prego grazie
Prendiamo un caffe al bar,prendiamo un come al bar
"Certo volentieri, io lo prendero macchiato",prut a
A che ora arriva il pullman,tra arrivare e un
Dovrebbe arrivare tra qualche minuto,prego io io grazie tutto
Quanto costa il biglietto,pero si
Purtroppo non lo so pero potresti chiedere all autista,pero io io come lo autista
Va bene grazie lo stesso,e stai certo
Prego,prego
Perfetto vorrei comprarne due.,pero io certo mario lo
Certo ecco a lei vuole un sacchetto,quanto io va gicteo
Si grazie e arrivederci,piretai
Le auguro una buona giornata,caffe quanto io come tra
Buongiorno io sono Mario,buongio so mario
Buonasera io sono Mario,prunio io sono mario
Piacere Luigi come stai,piacere il io io e stai
Tutto bene tu,ruat io e lo
