Truth,Decoded
Salve quanto costa quell articolo,a reniuarto coctaseso
E in offerta costa dieci euro,e grazie csegi
Tutto bene grazie,e e si
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",e rate io
A che ora arriva il pullman,e grazie io va io due
Dovrebbe arrivare tra qualche minuto,e bene lo grazie euro
Quanto costa il biglietto,perate io
Purtroppo non lo so pero potresti chiedere all autista,certo e lo bene il autista
Va bene grazie lo stesso,e rairstie si lo
Prego,pero
Perfetto vorrei comprarne due.,e e lo bene io lo
Certo ecco a lei vuole un sacchetto,e certo io a siceico
Si grazie e arrivederci,sireti
Le auguro una buona giornata,e toarto io come tra
Buongiorno io sono Mario,brungio mario
Buonasera io sono Mario,preniri io io sono io
Piacere Luigi come stai,piacere io io si e stai
Tutto bene tu,io bene lo
