Truth,Decoded
Salve quanto costa quell articolo,a rearoco
E in offerta costa dieci euro,e grazie
Tutto bene grazie,prego
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",pgretr
A che ora arriva il pullman,e a mario e a
Dovrebbe arrivare tra qualche minuto,bene io rerie lo
Quanto costa il biglietto,perati
Purtroppo non lo so pero potresti chiedere all autista,piereti
Va bene grazie lo stesso,e certo
Prego,prego
Perfetto vorrei comprarne due.,tra mario
Certo ecco a lei vuole un sacchetto,e grazie gteio
Si grazie e arrivederci,prego
Le auguro una buona giornata,peretoro io che bar
Buongiorno io sono Mario,prego
Buonasera io sono Mario,preniri bar
Piacere Luigi come stai,pero si che stai
Tutto bene tu,e e e io
