Truth,Decoded
Salve quanto costa quell articolo,a lei uantrcteo
E in offerta costa dieci euro,si grazie
Tutto bene grazie,e e a
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",prutar
A che ora arriva il pullman,si grazie rivre e bar
Dovrebbe arrivare tra qualche minuto,prego io grazie io
Quanto costa il biglietto,prati
Purtroppo non lo so pero potresti chiedere all autista,prut e il una
Va bene grazie lo stesso,e graito
Prego,si grazie
Perfetto vorrei comprarne due.,pirati roeriaril lo
Certo ecco a lei vuole un sacchetto,e graiavi gatasieto
Si grazie e arrivederci,pireiai
Le auguro una buona giornata,sareuaro a ciele bar
Buongiorno io sono Mario,pruaio
Buonasera io sono Mario,pero io e a
Piacere Luigi come stai,piereui si come stai
Tutto bene tu,e e lo
