Truth,Decoded
Salve quanto costa quell articolo,si rugrto
E in offerta costa dieci euro,si gruezi
Tutto bene grazie,piagrui
Prendiamo un caffe al bar,e e e come
"Certo volentieri, io lo prendero macchiato",siagrui
A che ora arriva il pullman,sigrueti
Dovrebbe arrivare tra qualche minuto,sranta iealiclti
Quanto costa il biglietto,si grueti
Purtroppo non lo so pero potresti chiedere all autista,piagrue auti
Va bene grazie lo stesso,piagru e un
Prego,siagruzi
Perfetto vorrei comprarne due.,pirue e un
Certo ecco a lei vuole un sacchetto,sigruei
Si grazie e arrivederci,piagru un
Le auguro una buona giornata,pigrur e si
Buongiorno io sono Mario,sigrueatr
Buonasera io sono Mario,pero bar
Piacere Luigi come stai,pigru e e un
Tutto bene tu,sigruze e
