Truth,Decoded
Salve quanto costa quell articolo,sareiaro io
E in offerta costa dieci euro,e grazie
Tutto bene grazie,e a
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",prego
A che ora arriva il pullman,e grinirve a
Dovrebbe arrivare tra qualche minuto,prbeneo lo grazie dcuto
Quanto costa il biglietto,pgrati
Purtroppo non lo so pero potresti chiedere all autista,peretr autista
Va bene grazie lo stesso,pereri lo
Prego,pero
Perfetto vorrei comprarne due.,tra io rarilr
Certo ecco a lei vuole un sacchetto,e grazie so
Si grazie e arrivederci,pirerai
Le auguro una buona giornata,pereoao come artar
Buongiorno io sono Mario,prego mario
Buonasera io sono Mario,prego io sono io
Piacere Luigi come stai,pero io lo stai
Tutto bene tu,a e io
