Truth,Decoded
Salve quanto costa quell articolo,sabetiuanercteto
E in offerta costa dieci euro,si grazie
Tutto bene grazie,pero a
Prendiamo un caffe al bar,prendiamo un come al bar
"Certo volentieri, io lo prendero macchiato",srutiati
A che ora arriva il pullman,si graieive bar
Dovrebbe arrivare tra qualche minuto,vret io vgracrie certo
Quanto costa il biglietto,pruati
Purtroppo non lo so pero potresti chiedere all autista,piret lo autista
Va bene grazie lo stesso,sratrigto
Prego,sigruzigi
Perfetto vorrei comprarne due.,siret lo criari lo
Certo ecco a lei vuole un sacchetto,e graiavi coieto
Si grazie e arrivederci,sireai
Le auguro una buona giornata,piaereuano io come altar
Buongiorno io sono Mario,pruaio
Buonasera io sono Mario,pero e io
Piacere Luigi come stai,pierei io lo e stai
Tutto bene tu,a e lo
