Truth,Decoded
Salve quanto costa quell articolo,a leiaer come
E in offerta costa dieci euro,si grazie
Tutto bene grazie,pero a
Prendiamo un caffe al bar,prendiamo a caffe al bar
"Certo volentieri, io lo prendero macchiato",pero
A che ora arriva il pullman,si e tover
Dovrebbe arrivare tra qualche minuto,pero io io grazie io
Quanto costa il biglietto,pruati
Purtroppo non lo so pero potresti chiedere all autista,si retcai
Va bene grazie lo stesso,si lei lo
Prego,sigrutgi
Perfetto vorrei comprarne due.,pero io eoriri lo lo
Certo ecco a lei vuole un sacchetto,e grazie acoio
Si grazie e arrivederci,pireai
Le auguro una buona giornata,piacere io coacime altar
Buongiorno io sono Mario,pero mario
Buonasera io sono Mario,prego lo sono mario
Piacere Luigi come stai,pero io io io stai
Tutto bene tu,tra io
