Truth,Decoded
Salve quanto costa quell articolo,sabeuanrocto
E in offerta costa dieci euro,pgraziegi
Tutto bene grazie,prego
Prendiamo un caffe al bar,prendiamo un come al bar
"Certo volentieri, io lo prendero macchiato",prego
A che ora arriva il pullman,e grazie io e a
Dovrebbe arrivare tra qualche minuto,prego lo grazie lo
Quanto costa il biglietto,pratrai
Purtroppo non lo so pero potresti chiedere all autista,pero io io una
Va bene grazie lo stesso,prairiglti
Prego,prego
Perfetto vorrei comprarne due.,grazie erogeri lo
Certo ecco a lei vuole un sacchetto,e grazie stai
Si grazie e arrivederci,pirerai
Le auguro una buona giornata,pero io io come a
Buongiorno io sono Mario,brugrario
Buonasera io sono Mario,prenir io snoario
Piacere Luigi come stai,piacere io io come stai
Tutto bene tu,praon lo
