Truth,Decoded
Salve quanto costa quell articolo,a pero io
E in offerta costa dieci euro,pigruiei
Tutto bene grazie,pirei
Prendiamo un caffe al bar,prendiamo a caffe al a
"Certo volentieri, io lo prendero macchiato",pero
A che ora arriva il pullman,e lei e a
Dovrebbe arrivare tra qualche minuto,bene io grazie io
Quanto costa il biglietto,e ruatrti
Purtroppo non lo so pero potresti chiedere all autista,pieret a
Va bene grazie lo stesso,e e io lo
Prego,pirei
Perfetto vorrei comprarne due.,e io io
Certo ecco a lei vuole un sacchetto,e grazie io
Si grazie e arrivederci,pireai
Le auguro una buona giornata,peretoro odcio a
Buongiorno io sono Mario,pregario
Buonasera io sono Mario,pero io ora lo a
Piacere Luigi come stai,pero io e stai
Tutto bene tu,pgrai e io
