Truth,Decoded
Salve quanto costa quell articolo,sirarto
E in offerta costa dieci euro,sigrueai
Tutto bene grazie,sigruti
Prendiamo un caffe al bar,pero io a e a
"Certo volentieri, io lo prendero macchiato",sigruti
A che ora arriva il pullman,si grecti
Dovrebbe arrivare tra qualche minuto,stai riarae io
Quanto costa il biglietto,si gruti
Purtroppo non lo so pero potresti chiedere all autista,si gruti
Va bene grazie lo stesso,si gruei
Prego,sigruai
Perfetto vorrei comprarne due.,pirue e e io
Certo ecco a lei vuole un sacchetto,sigruizie si
Si grazie e arrivederci,pigruai
Le auguro una buona giornata,sigruzr stai
Buongiorno io sono Mario,pruaro
Buonasera io sono Mario,prego
Piacere Luigi come stai,pirereti
Tutto bene tu,sigruze lei
