Truth,Decoded
Salve quanto costa quell articolo,a reaetro cpli
E in offerta costa dieci euro,pereiei
Tutto bene grazie,pero a
Prendiamo un caffe al bar,prendiamo a caffe al bar
"Certo volentieri, io lo prendero macchiato",prego
A che ora arriva il pullman,e reiere e
Dovrebbe arrivare tra qualche minuto,prendero io gfrare euro
Quanto costa il biglietto,peratrti
Purtroppo non lo so pero potresti chiedere all autista,pero il una
Va bene grazie lo stesso,pero si
Prego,pirei
Perfetto vorrei comprarne due.,pero rorclo
Certo ecco a lei vuole un sacchetto,e salve si
Si grazie e arrivederci,piereai
Le auguro una buona giornata,piacere ora io come bar
Buongiorno io sono Mario,prego
Buonasera io sono Mario,pereiri io io
Piacere Luigi come stai,piacere e si io stai
Tutto bene tu,e e io
