Truth,Decoded
Salve quanto costa quell articolo,a beuarocto
E in offerta costa dieci euro,pigraiegi
Tutto bene grazie,pigre stai
Prendiamo un caffe al bar,prendiamo un caffe bar
"Certo volentieri, io lo prendero macchiato",pero
A che ora arriva il pullman,e grazie e un
Dovrebbe arrivare tra qualche minuto,bene io grazie io
Quanto costa il biglietto,e stai
Purtroppo non lo so pero potresti chiedere all autista,pigrete lo autista
Va bene grazie lo stesso,e a si lo
Prego,pigregi
Perfetto vorrei comprarne due.,e io rarilio
Certo ecco a lei vuole un sacchetto,e grazie lo
Si grazie e arrivederci,pireai
Le auguro una buona giornata,a pero io io a
Buongiorno io sono Mario,preario
Buonasera io sono Mario,pero io io sono a
Piacere Luigi come stai,piacere io si e stai
Tutto bene tu,tra e io
