Truth,Decoded
Salve quanto costa quell articolo,e rantro io
E in offerta costa dieci euro,pgraiegi
Tutto bene grazie,e si
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",prego
A che ora arriva il pullman,e graiere un
Dovrebbe arrivare tra qualche minuto,bene lo grazie lo
Quanto costa il biglietto,e rato
Purtroppo non lo so pero potresti chiedere all autista,pieret costa
Va bene grazie lo stesso,e ratrito
Prego,pigregi
Perfetto vorrei comprarne due.,tra mario
Certo ecco a lei vuole un sacchetto,e grazie io
Si grazie e arrivederci,prego
Le auguro una buona giornata,preatro si un
Buongiorno io sono Mario,prego mario
Buonasera io sono Mario,pero io sono io
Piacere Luigi come stai,pero io stai
Tutto bene tu,e grazie io
