Truth,Decoded
Salve quanto costa quell articolo,sareuatro io
E in offerta costa dieci euro,pgreiegi
Tutto bene grazie,pireti
Prendiamo un caffe al bar,prendiamo a caffe al bar
"Certo volentieri, io lo prendero macchiato",prego
A che ora arriva il pullman,e greaiereae bar
Dovrebbe arrivare tra qualche minuto,bene lo grazie io
Quanto costa il biglietto,pretrti
Purtroppo non lo so pero potresti chiedere all autista,pieret a
Va bene grazie lo stesso,pero lo
Prego,prego
Perfetto vorrei comprarne due.,e io mario
Certo ecco a lei vuole un sacchetto,e tra io
Si grazie e arrivederci,pigrerai
Le auguro una buona giornata,peretor io io bar
Buongiorno io sono Mario,prego mario
Buonasera io sono Mario,pero io sono a
Piacere Luigi come stai,pero io e stai
Tutto bene tu,tra io
