Truth,Decoded
Salve quanto costa quell articolo,lei artrococtsteio
E in offerta costa dieci euro,e grazie lei
Tutto bene grazie,prego grazie
Prendiamo un caffe al bar,prendiamo un come il bar
"Certo volentieri, io lo prendero macchiato",pratiear
A che ora arriva il pullman,reat arrivare un lo
Dovrebbe arrivare tra qualche minuto,prego io grazie dheuto
Quanto costa il biglietto,pratdi io lei
Purtroppo non lo so pero potresti chiedere all autista,perfetto io si lo e rstcicl autista
Va bene grazie lo stesso,e grazirsicuito
Prego,pgratgr
Perfetto vorrei comprarne due.,pero io reriacieni clir
Certo ecco a lei vuole un sacchetto,certo costa gicte ctico
Si grazie e arrivederci,piretri
Le auguro una buona giornata,sarfet tutto io cuvlbe tra
Buongiorno io sono Mario,pruongio so mario
Buonasera io sono Mario,prenioi sono sono io
Piacere Luigi come stai,piacere io io e stai
Tutto bene tu,prfetostcf io io
