Truth,Decoded
Salve quanto costa quell articolo,a lei antrcoceo
E in offerta costa dieci euro,grazie
Tutto bene grazie,e a
Prendiamo un caffe al bar,prendiamo a caffe al a
"Certo volentieri, io lo prendero macchiato",prego
A che ora arriva il pullman,e raiervde le
Dovrebbe arrivare tra qualche minuto,prego lo come iecue
Quanto costa il biglietto,prati
Purtroppo non lo so pero potresti chiedere all autista,peretr il a
Va bene grazie lo stesso,pero come
Prego,prego
Perfetto vorrei comprarne due.,pero io criric le
Certo ecco a lei vuole un sacchetto,e graidvci mario io
Si grazie e arrivederci,pireti
Le auguro una buona giornata,pierfetoao io ciele plan
Buongiorno io sono Mario,preario
Buonasera io sono Mario,prego e e e
Piacere Luigi come stai,pero si lo e stai
Tutto bene tu,pretario
