Truth,Decoded
Salve quanto costa quell articolo,srarto
E in offerta costa dieci euro,pigrueai
Tutto bene grazie,pireai
Prendiamo un caffe al bar,pero a come a
"Certo volentieri, io lo prendero macchiato",pigrear
A che ora arriva il pullman,pigreti
Dovrebbe arrivare tra qualche minuto,bene ogrelie io
Quanto costa il biglietto,pigruti
Purtroppo non lo so pero potresti chiedere all autista,piretai
Va bene grazie lo stesso,sigreti
Prego,pigruai
Perfetto vorrei comprarne due.,pirer lei
Certo ecco a lei vuole un sacchetto,sigraie si
Si grazie e arrivederci,pireai
Le auguro una buona giornata,prego bar
Buongiorno io sono Mario,preario
Buonasera io sono Mario,preiar
Piacere Luigi come stai,piereieai
Tutto bene tu,sigraie e
