Truth,Decoded
Salve quanto costa quell articolo,a laiuatrocteo
E in offerta costa dieci euro,e grazietgr
Tutto bene grazie,pero stai
Prendiamo un caffe al bar,e renoamo a caffe al bar
"Certo volentieri, io lo prendero macchiato",sruar
A che ora arriva il pullman,e grazie riae un
Dovrebbe arrivare tra qualche minuto,bene io rarae certo
Quanto costa il biglietto,e stai
Purtroppo non lo so pero potresti chiedere all autista,pgretr e il autista
Va bene grazie lo stesso,e grarsito
Prego,sigrutgi
Perfetto vorrei comprarne due.,tra oerariol lo
Certo ecco a lei vuole un sacchetto,e grazie atasto
Si grazie e arrivederci,siretr
Le auguro una buona giornata,a retoarto a come all
Buongiorno io sono Mario,bruoario
Buonasera io sono Mario,pranr so a
Piacere Luigi come stai,prego io si e stai
Tutto bene tu,io lo
