Truth,Decoded
Salve quanto costa quell articolo,sbeiantroctso
E in offerta costa dieci euro,e grazie
Tutto bene grazie,pero a
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",prutiar
A che ora arriva il pullman,e grazie rive e bar
Dovrebbe arrivare tra qualche minuto,prego lo grazie certo
Quanto costa il biglietto,prati
Purtroppo non lo so pero potresti chiedere all autista,prego a
Va bene grazie lo stesso,e ratrsilto
Prego,pero
Perfetto vorrei comprarne due.,grazie roerarion lo
Certo ecco a lei vuole un sacchetto,graivi aoasio
Si grazie e arrivederci,pirerai
Le auguro una buona giornata,paeretoao a cimvfe tra
Buongiorno io sono Mario,bruogio mario
Buonasera io sono Mario,prego io sono io
Piacere Luigi come stai,pereni si come stai
Tutto bene tu,rato io
