Truth,Decoded
Salve quanto costa quell articolo,a reatiuantrco
E in offerta costa dieci euro,e grazie
Tutto bene grazie,e a
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",pretar
A che ora arriva il pullman,e a e palar
Dovrebbe arrivare tra qualche minuto,prego ciovgrerie lo
Quanto costa il biglietto,prati
Purtroppo non lo so pero potresti chiedere all autista,pieret lo autista
Va bene grazie lo stesso,e gratiti
Prego,prego
Perfetto vorrei comprarne due.,prego ocric lo
Certo ecco a lei vuole un sacchetto,e raivi aoasio
Si grazie e arrivederci,piretai
Le auguro una buona giornata,piacere toaoa civle bar
Buongiorno io sono Mario,prego io io
Buonasera io sono Mario,pero io sono io
Piacere Luigi come stai,pero io io stai
Tutto bene tu,pero io
