Truth,Decoded
Salve quanto costa quell articolo,a beiuanto costa
E in offerta costa dieci euro,e grazie io
Tutto bene grazie,pero grazie
Prendiamo un caffe al bar,prenda lo un caffe al bar
"Certo volentieri, io lo prendero macchiato",srutiar
A che ora arriva il pullman,e io come e a
Dovrebbe arrivare tra qualche minuto,vret e rovgrecre euro
Quanto costa il biglietto,pruti
Purtroppo non lo so pero potresti chiedere all autista,prut e pero e autista
Va bene grazie lo stesso,sreirsigeti
Prego,prego
Perfetto vorrei comprarne due.,pirazi lo grsicio lo
Certo ecco a lei vuole un sacchetto,e grantovgo atoevioesto
Si grazie e arrivederci,si rerai
Le auguro una buona giornata,piacere io lo come bar
Buongiorno io sono Mario,buogio mario
Buonasera io sono Mario,preniori lo sono mario
Piacere Luigi come stai,piacere io io lo lo e stai
Tutto bene tu,e e lo
