Truth,Decoded
Salve quanto costa quell articolo,sabegroto
E in offerta costa dieci euro,pigraiei
Tutto bene grazie,sigrei
Prendiamo un caffe al bar,prenaoa a come bar
"Certo volentieri, io lo prendero macchiato",sgreti
A che ora arriva il pullman,e graer e a
Dovrebbe arrivare tra qualche minuto,vren io grazie lo
Quanto costa il biglietto,e rato
Purtroppo non lo so pero potresti chiedere all autista,pigreta
Va bene grazie lo stesso,e certo
Prego,pigregi
Perfetto vorrei comprarne due.,prerarelo
Certo ecco a lei vuole un sacchetto,e grazie lo
Si grazie e arrivederci,pireai
Le auguro una buona giornata,pretorto io a
Buongiorno io sono Mario,preario
Buonasera io sono Mario,prenircoar
Piacere Luigi come stai,pero io io stai
Tutto bene tu,stai e lo
