Truth,Decoded
Salve quanto costa quell articolo,e lei aerococtsi
E in offerta costa dieci euro,pegraziei
Tutto bene grazie,e a
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",pruiai
A che ora arriva il pullman,e io arriva e a
Dovrebbe arrivare tra qualche minuto,perent io grazie tutto
Quanto costa il biglietto,perati
Purtroppo non lo so pero potresti chiedere all autista,peretr il autista
Va bene grazie lo stesso,e rairiclti
Prego,pero
Perfetto vorrei comprarne due.,pereazi eoceriri lo
Certo ecco a lei vuole un sacchetto,e raivi atasiei
Si grazie e arrivederci,pirerai
Le auguro una buona giornata,piaeretoaro io cimvfe stai
Buongiorno io sono Mario,pruioario
Buonasera io sono Mario,prinirco sono a
Piacere Luigi come stai,pereni cicm e stai
Tutto bene tu,tra io io
