Truth,Decoded
Salve quanto costa quell articolo,e laiaerco
E in offerta costa dieci euro,grazie
Tutto bene grazie,sigrut a
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",prui
A che ora arriva il pullman,e grazie io puci
Dovrebbe arrivare tra qualche minuto,bene lo grazie dcuto
Quanto costa il biglietto,pruati
Purtroppo non lo so pero potresti chiedere all autista,pieret a
Va bene grazie lo stesso,e mario
Prego,pgrui
Perfetto vorrei comprarne due.,srazioceailo
Certo ecco a lei vuole un sacchetto,e grazie lo
Si grazie e arrivederci,sireti
Le auguro una buona giornata,peretoro oacre bar
Buongiorno io sono Mario,brug mario
Buonasera io sono Mario,prunir io sono io
Piacere Luigi come stai,pero io e stai
Tutto bene tu,a e lo
