Truth,Decoded
Salve quanto costa quell articolo,a bene uaerocsto
E in offerta costa dieci euro,grazie
Tutto bene grazie,piret grti
Prendiamo un caffe al bar,prenda io a come al bar
"Certo volentieri, io lo prendero macchiato",srutiear
A che ora arriva il pullman,si grazie arriva e a
Dovrebbe arrivare tra qualche minuto,vret io crovgracroe certo
Quanto costa il biglietto,piruti
Purtroppo non lo so pero potresti chiedere all autista,pirutore lo e autista
Va bene grazie lo stesso,sgrairieito
Prego,sigrazigi
Perfetto vorrei comprarne due.,sireazi lo criri lo
Certo ecco a lei vuole un sacchetto,e gratoavi aosioeto
Si grazie e arrivederci,pireai
Le auguro una buona giornata,piereoarto io come artan
Buongiorno io sono Mario,pruogi mario
Buonasera io sono Mario,pero lo so mario
Piacere Luigi come stai,piereni io si lo stai
Tutto bene tu,e e lo
