Truth,Decoded
Salve quanto costa quell articolo,e stai mario cocteo
E in offerta costa dieci euro,si grazie
Tutto bene grazie,si e a
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",pruatiar
A che ora arriva il pullman,si grazie rivre e un
Dovrebbe arrivare tra qualche minuto,va bene rovgfre hechinuto
Quanto costa il biglietto,e stai
Purtroppo non lo so pero potresti chiedere all autista,tra come lo autista
Va bene grazie lo stesso,si grairigelto
Prego,si grazie
Perfetto vorrei comprarne due.,si grazie eroeriaielito
Certo ecco a lei vuole un sacchetto,si graieavi aoasieco
Si grazie e arrivederci,si stai
Le auguro una buona giornata,piaeretoao io a cimvfe tra
Buongiorno io sono Mario,pero io
Buonasera io sono Mario,praniri io sono io
Piacere Luigi come stai,perenil io io come stai
Tutto bene tu,a lo
