Truth,Decoded
Salve quanto costa quell articolo,sirarto
E in offerta costa dieci euro,pigruieai
Tutto bene grazie,pireti
Prendiamo un caffe al bar,pero a a e e bar
"Certo volentieri, io lo prendero macchiato",pigruti
A che ora arriva il pullman,pireti
Dovrebbe arrivare tra qualche minuto,prego lo fialie lo
Quanto costa il biglietto,si gruti
Purtroppo non lo so pero potresti chiedere all autista,pigreti
Va bene grazie lo stesso,piruiti
Prego,pigruai
Perfetto vorrei comprarne due.,pirue e io
Certo ecco a lei vuole un sacchetto,sigrai si
Si grazie e arrivederci,pigruai
Le auguro una buona giornata,sirar si citi
Buongiorno io sono Mario,prego
Buonasera io sono Mario,preiar
Piacere Luigi come stai,pero a
Tutto bene tu,pigraieo a
