Truth,Decoded
Salve quanto costa quell articolo,e ragrto
E in offerta costa dieci euro,si gruzeai
Tutto bene grazie,pigruai
Prendiamo un caffe al bar,prego a a a e a
"Certo volentieri, io lo prendero macchiato",si grui
A che ora arriva il pullman,sigraze a
Dovrebbe arrivare tra qualche minuto,sono a io all lo
Quanto costa il biglietto,si gruti
Purtroppo non lo so pero potresti chiedere all autista,pigru io
Va bene grazie lo stesso,sirue lei
Prego,sigruai
Perfetto vorrei comprarne due.,pirue e e io
Certo ecco a lei vuole un sacchetto,si a due le si
Si grazie e arrivederci,io gruai
Le auguro una buona giornata,si gruzr io si
Buongiorno io sono Mario,pgruar
Buonasera io sono Mario,pruiear
Piacere Luigi come stai,pero io e a
Tutto bene tu,sigruze lei
