Truth,Decoded
Salve quanto costa quell articolo,a certo
E in offerta costa dieci euro,pigruieai
Tutto bene grazie,sigrerti
Prendiamo un caffe al bar,prenea io tra come bar
"Certo volentieri, io lo prendero macchiato",si greti
A che ora arriva il pullman,si grer e si
Dovrebbe arrivare tra qualche minuto,prendero e e lei lo
Quanto costa il biglietto,si grutrti
Purtroppo non lo so pero potresti chiedere all autista,pigrete autista
Va bene grazie lo stesso,si lei grti
Prego,pigruai
Perfetto vorrei comprarne due.,pirugoeo e lei
Certo ecco a lei vuole un sacchetto,si graiui certo
Si grazie e arrivederci,pigreai
Le auguro una buona giornata,si a lo io stai
Buongiorno io sono Mario,prego
Buonasera io sono Mario,preirar
Piacere Luigi come stai,pierei io stai
Tutto bene tu,si grazie e e si
