Truth,Decoded
Salve quanto costa quell articolo,a betigangtrti
E in offerta costa dieci euro,si grazie
Tutto bene grazie,pigreie tra
Prendiamo un caffe al bar,e renra lo a caffe al bar
"Certo volentieri, io lo prendero macchiato",sgrui a
A che ora arriva il pullman,si grazie io e a
Dovrebbe arrivare tra qualche minuto,va bene e grarieieto
Quanto costa il biglietto,pgruatiti
Purtroppo non lo so pero potresti chiedere all autista,si grutrtai
Va bene grazie lo stesso,sgraigr io si
Prego,prego
Perfetto vorrei comprarne due.,si grazie geigiei
Certo ecco a lei vuole un sacchetto,e graigi gtiti
Si grazie e arrivederci,si gretiai
Le auguro una buona giornata,a reaie io a io meati
Buongiorno io sono Mario,bruogiai
Buonasera io sono Mario,prini io sono mario
Piacere Luigi come stai,pigri si che stai
Tutto bene tu,pgruine si
