Truth,Decoded
Salve quanto costa quell articolo,e qhat uantocotei
E in offerta costa dieci euro,e grazietegi
Tutto bene grazie,si e a
Prendiamo un caffe al bar,prendiamo a caffe al bar
"Certo volentieri, io lo prendero macchiato",prutai
A che ora arriva il pullman,perfetto tivre e lo
Dovrebbe arrivare tra qualche minuto,doerent io rovgrieihelnuto
Quanto costa il biglietto,pirut stai
Purtroppo non lo so pero potresti chiedere all autista,minuto e io autista
Va bene grazie lo stesso,si gratiriglto
Prego,si gruaztgi
Perfetto vorrei comprarne due.,e reat lo verarclo
Certo ecco a lei vuole un sacchetto,e grazie atieo
Si grazie e arrivederci,si retrci
Le auguro una buona giornata,pieretuoaoto io cmiv e altan
Buongiorno io sono Mario,pruobo mario
Buonasera io sono Mario,prego io sono mario
Piacere Luigi come stai,pero io bene e stai
Tutto bene tu,e ruteti
