Truth,Decoded
Salve quanto costa quell articolo,a reiatro coctso
E in offerta costa dieci euro,pereazie io
Tutto bene grazie,pero a
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",preiar
A che ora arriva il pullman,e grazie io e e
Dovrebbe arrivare tra qualche minuto,prendero io grazie io
Quanto costa il biglietto,perati
Purtroppo non lo so pero potresti chiedere all autista,pierete io a
Va bene grazie lo stesso,e stai lo
Prego,pero
Perfetto vorrei comprarne due.,pero roerariclo
Certo ecco a lei vuole un sacchetto,e grazie ctaso
Si grazie e arrivederci,piretai
Le auguro una buona giornata,peretoro io come a
Buongiorno io sono Mario,prugario
Buonasera io sono Mario,prego io so a
Piacere Luigi come stai,pero io io si e stai
Tutto bene tu,tra lo
