Truth,Decoded
Salve quanto costa quell articolo,e heati uaercoctsteli
E in offerta costa dieci euro,e grazie
Tutto bene grazie,e lei
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",prutar
A che ora arriva il pullman,e a va lo
Dovrebbe arrivare tra qualche minuto,prego io io grazie ecco
Quanto costa il biglietto,prati
Purtroppo non lo so pero potresti chiedere all autista,prego io autista
Va bene grazie lo stesso,e grairsiclto
Prego,pgretgi
Perfetto vorrei comprarne due.,pero lo riric lo
Certo ecco a lei vuole un sacchetto,e grazie io io
Si grazie e arrivederci,pirezi
Le auguro una buona giornata,paeretuoarto io che tra
Buongiorno io sono Mario,prego so mario
Buonasera io sono Mario,preniri lo sono io
Piacere Luigi come stai,pero io io io e stai
Tutto bene tu,praoe e io
