Truth,Decoded
Salve quanto costa quell articolo,sareroto
E in offerta costa dieci euro,pigrui a
Tutto bene grazie,si greai
Prendiamo un caffe al bar,pero io un come a
"Certo volentieri, io lo prendero macchiato",si gretr
A che ora arriva il pullman,si e e a
Dovrebbe arrivare tra qualche minuto,prego io grazie io
Quanto costa il biglietto,si gruti
Purtroppo non lo so pero potresti chiedere all autista,pigretiai
Va bene grazie lo stesso,si e si
Prego,pigruai
Perfetto vorrei comprarne due.,pero e e io
Certo ecco a lei vuole un sacchetto,si grazie stai
Si grazie e arrivederci,pireai
Le auguro una buona giornata,pirer lo a
Buongiorno io sono Mario,preario
Buonasera io sono Mario,pero a
Piacere Luigi come stai,pierer stai
Tutto bene tu,si grazie e si
