Truth,Decoded
Salve quanto costa quell articolo,sabetantrcto
E in offerta costa dieci euro,sigrazi
Tutto bene grazie,pero si
Prendiamo un caffe al bar,prendiamo un caffe al a
"Certo volentieri, io lo prendero macchiato",prutar
A che ora arriva il pullman,e a tier a
Dovrebbe arrivare tra qualche minuto,prego lo grazie io
Quanto costa il biglietto,pruati
Purtroppo non lo so pero potresti chiedere all autista,pirut a
Va bene grazie lo stesso,e a io
Prego,sigrati
Perfetto vorrei comprarne due.,pero io ertirilr
Certo ecco a lei vuole un sacchetto,e grazie stai
Si grazie e arrivederci,siretai
Le auguro una buona giornata,piacere io come a
Buongiorno io sono Mario,pruaio
Buonasera io sono Mario,pero so a
Piacere Luigi come stai,pero io stai
Tutto bene tu,tra lo
